"","RNA.g0","RNA.g1","RNA.g2","RNA.g3","RNA.g4","RNA.g5","RNA.g6","RNA.g7","RNA.g8"
"HCG11",0.0380218664939667,0.0291032828679862,0.0342775239067732,0.0828895204057011,0.0551042948016869,0.0346596711488101,0,0.13310578480495,0
"CTA-14H9.5",0,0.0207993386560886,0,0,0,0,0.029140076347,0,0
"HMGN4",0.135031015893252,0.113808715758707,0.120668660121209,0.16678774829112,0.166821848492044,0.164644638964729,0.28636335940139,0.232039340791622,0
"ABT1",0.480158153191389,0.527739056514275,0.533639946253943,0.416807944343041,1.07086581413112,1.16000523217693,1.12656880853853,0.536342162770839,0
"ZNF322",0.033153857039253,0.0307332964756515,0.0144248088676557,0.0532201230714379,0.0167643188238154,0.0112458362291362,0,0.0474924012158055,0
"RP11-457M11.5",0.0147973461733022,0,0.00598070385707553,0,0.0163746252257651,0,0,0,0
"HIST1H2BJ",0.0144705659838061,0.0100337938175776,0.034840826382065,0.0396359590184836,0,0.014665810183352,0,0,8.89617011339227
"HIST1H2AG",0.00754261577915221,0,0.00854595673694861,0,0.0337523392038114,0.0108753338727499,0.082470124181389,0.0494775174160861,1.17652113318419
"HIST1H2BK",0.159006657325373,0.32013313816494,0.280080925695525,0.925364008543978,0.313790265896147,0.35255505556838,1.0232614851039,0.464291669378105,15.439460587773
"HIST1H4I",0,0.00797469151899532,0.00487089687824219,0,0,0.01513321771555,0,0,0
"HIST1H2AH",0.0359092927249556,0,0,0.0197350763352753,0.0207418100962835,0,0,0,0
"ZNF391",0.0186582628298319,0.0060789534473745,0.0109703734095701,0,0,0,0,0,0
"ZNF184",0.0241609315921305,0,0.0401730327778955,0,0.056442257863037,0.027793687483444,0.0760018340493219,0,0
"HIST1H4J",0.0684807478709593,0.00584153436078134,0.00599613129608776,0.0580705736024072,0.0769461363503896,0.0703887958292901,0.0374440679235392,0,0
"HIST1H4K",0,0,0.0161790940739056,0,0.0179471027094741,0,0,0,0
"HIST1H2BN",0.0546245878735402,0.096242354750004,0.0774328973679559,0.0356850491322879,0.107004553536924,0,0.146693382679745,0.0513726779549564,0
"HIST1H2AL",0.00244200244200244,0.0184964597775986,0.0177016915185225,0.0193540395751401,0,0,0,0,0
"HIST1H1B",0.285051990932805,0,0,0,0.0186697434403856,0,0.0627825027533977,0,0
"HIST1H2AM",0.00244200244200244,0,0.0200386061804885,0,0.0493979245821952,0.0153438715042825,0,0,0.77000077000077
"RP1-313I6.12",0.441751209942658,0.106317454540529,0.396752359410404,0.993873726133595,0.164839477568566,0.127041791144329,0.200308133659545,0.0506072874493927,0
"ZNF165",0.0239344928048293,0,0.0174431525701497,0.0292176924447522,0,0,0.0343353533966248,0,0
"ZSCAN16-AS1",0.136833585373433,0.232290143445488,0.216818885972854,0.117080122819987,0.104108049835258,0.183785347440482,0.202236744932194,0.200427097205074,0
"ZSCAN16",0.121299647840131,0.0782341293237922,0.134899657455566,0.124656237352141,0.12278403686642,0.148250104761017,0.118857223217906,0,0
"RP1-265C24.8",0,0,0.00754435704725936,0,0,0.0108734181894889,0.0358223925776003,0,0
"ZKSCAN8",0.019087400477391,0.0384354867917094,0.0585194811841214,0.0282658690327393,0.0794189724001256,0.0591550471700336,0.0408071657383037,0.124151547320337,0
"ZSCAN9",0.0165318484152523,0.0463001191452569,0.0396166247718396,0.049806115604811,0.0515779496408084,0.0118776977220951,0.138356582921557,0.266242194124606,0
"ZKSCAN4",0.0308315336629677,0.0141970283265938,0.0169860889174019,0.0550289751491369,0,0.0305694116736671,0.0332728875875493,0.0606913963876481,0
"NKAPL",0,0.0412361381033007,0.00756071633250821,0.0259551495016611,0,0.0302166311035153,0,0.069290465631929,0
"ZSCAN31",0,0,0.0080805338323871,0.00560435076958945,0,0,0.0291006445792774,0,0
"ZKSCAN3",0.0599340570569732,0.00495000495000495,0,0.0216453964570815,0.0741736010284274,0,0.0587189070391092,0,0
"ZSCAN12",0.0248784647468885,0.00469088916742346,0.0141641855734937,0.0252441036569586,0,0.00922558587083072,0.0265062157075834,0.0756292352371733,0
"HCG14",0.0107844334530517,0.0280317097323342,0,0,0,0,0.038311240517968,0,0
"TRIM27",0.183412308825458,0.192792570421432,0.177589502378529,0.23185649876827,0.302490834672293,0.311782619902968,0.305174271169489,0.171279727931009,0
"GABBR1",0.0861634429332637,0.0621598120792783,0.0618392845242402,0.101998683597852,0.030824438788526,0.156895035940577,0.0337604024239969,0.0527515192437542,0
"ZFP57",0.0428253026584932,0.0255641113460359,0.00742124941186598,0,0.0343138591719618,0.0135369287416071,0.0883233426076682,0.151560283734322,0
"HLA-F",1.5964099127377,1.39457141419552,1.89405118343373,1.57987476851594,3.30095133866486,1.40737298934358,4.37055602659878,0.524205060910385,1.39646131544607
"HLA-G",0.0530182679437006,0.102236859910012,0.103979196080501,0.0808314072575064,0.153950999853659,0.0236145352187178,0.0541428492590463,0,0
"HLA-A",26.0560558026809,17.2581440569444,35.3296538259378,23.2199029726967,47.5544989366598,19.2235913204982,61.5473380629511,18.9013340054654,36.8425277877224
"ZNRD1-AS1",0.0271151307553456,0.031827270219625,0.0196184315416952,0.0166588925168255,0.0811908977826566,0.0443591009307974,0,0,0
"ZNRD1",0.474958838811311,0.737044856784704,0.534488215896093,0.521765653455515,0.924567046355317,0.446519303503747,0.555479403808559,0.519886401498641,0.0866738894907909
"PPP1R11",0.804926205660292,0.733289969090067,0.837577204690214,0.741789631347969,1.13815162866226,0.988554841355821,1.11917550636423,0.553453941246855,0
"TRIM31",0.0197069273658187,0,0,0,0,0,0,0,0
"TRIM26",0.122827737139589,0.14423223271866,0.144327635134163,0.208840128263399,0.0514950093238047,0.253673765551015,0.295778142491274,0.149562678132475,0
"HCG18",0.121259495384209,0.0990245439806374,0.166416202560755,0.112698534974951,0.290284234852903,0.0385113518171899,0.223634290254729,0.143613664270025,0
"TRIM39",0.390693835920002,0.0899468989208144,0.377447346480609,0.289077779608475,0.312725285892701,0.0150999009446498,0.0676219575528858,0.101133824451772,0
"RPP21",0.267352315966671,0.219861820835683,0.273806806034149,0.215563815011572,0.333903112579319,0.20984626829014,0.218535554604715,0.152664766221437,0
"HLA-E",12.0768338008928,8.53022688754228,14.1224717118929,13.4846893351862,19.3282720511721,11.9911452927988,26.993628230353,6.12370348902222,38.8786532334748
"GNL1",0.324957906095826,0.14473643924209,0.266766005610884,0.209547571280176,0.342605076582439,0.0929334150470307,0.301935125634468,0.0606913963876481,0
"PRR3",0.0517626064762199,0.12173024286311,0.120116988473255,0.116382323068526,0.0711444917160615,0.0976274190549137,0.171729173487282,0.10669200477212,0
"ABCF1",0.342699096800465,0.273682818607929,0.250950058845484,0.265170715392729,0.406499412565548,0.236478927696776,0.653817819299684,0.218311740247965,0
"PPP1R10",0.280303216064634,0.172424902990428,0.207189588617335,0.408950930272418,0.282184172495447,0.203364837118359,0.422331612041499,0.0527515192437542,0
"MRPS18B",0.951917226628449,0.824926215006502,0.953146564366376,1.26293509687575,0.686420475949905,1.11831964210165,0.862855584067952,0.544929500681084,0
"ATAT1",0.0668439792962776,0.0304890385373797,0.0534160462762626,0.111162316120673,0.0170849051446066,0.123992502521213,0.0290482345935426,0.0394172552976791,0
"C6orf136",0.147223592637396,0.128433800488886,0.0641436219143053,0.107258251755878,0.0965751417699629,0.0627688688868652,0.178608732274796,0.0452374059061957,0.319846473692628
"DHX16",0.0465282837527499,0.104369901267488,0.10203504322338,0.112170969070169,0.168518164435087,0.146177024836788,0.0828801088666288,0.158308004052685,0
"PPP1R18",1.05168395332126,1.3844940826537,1.56659784718171,1.2212652912192,2.63232004505469,1.21824945624134,4.88552432094951,0.647611427188795,0.0866738894907909
"NRM",0.0461814291150091,0.32683937184758,0.0417417638924879,0.201031830199724,0.0911878491705377,0.040298637662936,0.0685677176826315,0,0
"MDC1",0.0354553049216643,0.0272235840920055,0.031517135354322,0.0144410171097171,0.0716888159800775,0.0163259442109834,0.0935031292834379,0,0
"TUBB",1.66360536761734,1.18233609926783,1.90250955092577,1.71152436484667,2.71485779108503,1.80193739286515,2.43377454269221,1.68222717038721,3.45042735233631
"XXbac-BPG252P9.9",0.0645267442578259,0.0985865184840323,0.0743540832131992,0.0736205994179387,0.0827970145749315,0.0120988622229966,0.0879162327623871,0.12472775497023,0
"FLOT1",0.645694223686374,0.652700272951603,0.490522689727448,0.288993334438651,0.661561150306142,0.248902615524905,1.68038457934451,1.23153843591967,0.839771582129661
"XXbac-BPG252P9.10",0.0458006510331162,0.042717458992801,0.00808990800156621,0,0,0,0,0,0
"IER3",0.0292639611339859,0.622804761488164,0.106140026185145,0.0144697697570236,0.0961821614741683,0.0217583345300417,0.230069711037671,0.248973168376988,0
"DDR1",0.0303701422087043,0,0.017018167160267,0,0.03745833404153,0,0,0,0
"GTF2H4",0.00564652738565782,0,0.00876067926802773,0.0153971225857312,0,0,0.125867228065653,0,0
"VARS2",0.0622964254958605,0.0317916719630087,0.0441953724782417,0.0367778204528898,0.0174595026835256,0.0143088537463441,0.0422502482202083,0,0
"CCHCR1",0.0795415667959551,0.0280017912622653,0.0260746312676803,0.0607208725154521,0.0374599810127931,0,0.0322097498912921,0.0506072874493927,0
"TCF19",0.0620145004834657,0,0.0279367311838902,0.0777824163635516,0.0602862160234117,0.0245757002065018,0.0153208570487433,0.0371360665478313,0.319846473692628
"XXbac-BPG299F13.17",1.12855679816958,0.20892818625416,0.678698810322363,0.811524119805333,0.704777210541379,0.329018540150886,0.97169810324011,0.252509163098846,0.0866738894907909
"HCG27",0.00641766140418432,0,0.0287373153146901,0,0,0,0,0,0
"HLA-C",28.2846150983249,24.1137169940596,37.6803945416081,27.3576857769089,62.2904763652056,33.5123286502934,79.0211777014957,20.99754214192,82.6230310846158
"HLA-B",17.3032736873913,18.5301434262165,20.0294834244513,18.5327367720272,30.7200944472517,21.3403517954474,39.5109907359307,16.3576037284898,19.7193816780352
"XXbac-BPG181B23.7",0.0144520037041575,0.0221420109717165,0.0234899243471239,0,0,0.0155683215792505,0,0,0
"MICA",0.140912608670208,0.0443259166857068,0.183511171014693,0.105556811377183,0.139533533526012,0.142051192526095,0.133356591586541,0.106477597722193,0
"MICB",0.0871562291033676,0.115977839934472,0.170563132496648,0.0829650645505974,0.0712572659427414,0.0923959547809869,0.0819134880728495,0.0494775174160861,0
"DDX39B",0.283308403249167,0.168261007099457,0.255298620680685,0.152451340824442,0.189142569599677,0.208372221859618,0.116757547124776,0.154189483512507,0
"NFKBIL1",0.11423926820297,0.228096973503736,0.142516657756869,0.683992797265786,0.0881323475857749,0.213214252796144,0.240785920942729,0.194817374025213,0
"LTA",0.13580603132127,0,0.15801506742642,0.0904227569683071,0.0242489051242073,0.0235051183673149,0.0866118204216343,0,0
"TNF",0.0463159347273488,0.0500460987259049,0.0988084507266078,0.0301427721410196,0.224788656157094,0.0786896141985352,0,0.0554372893383005,0
"LTB",20.4119869568845,1.42917421108996,33.7885090287862,26.7120442763365,13.6281753918739,3.52653082178002,2.06014079718534,2.84943619923075,1.30517217014461
"LST1",0.683111175548185,21.9763703827195,0.965929514493567,0.757695013267439,0.654183803698231,50.0726144875932,0.721846490026678,10.523598154459,1.64680390032503
"NCR3",0.266333538265618,0.0281779812124465,0.24172412300213,0.624834360420942,2.87425579077796,0.0734160799018927,3.18044799868421,0,0
"AIF1",1.79666083781838,24.8720895905858,0.818664990974441,0.448046945569045,0.533775547949478,43.1721817892502,0.454086163344575,9.89221993463488,2.29004929462452
"PRRC2A",0.13683175535629,0.198952118111372,0.198676872405084,0.174681613542672,0.155614787894733,0.119733506368792,0.14967977927426,0.249545399936079,0.0866738894907909
"BAG6",0.312090232849661,0.30771544548415,0.322356100259142,0.495231037125896,0.38796808907617,0.605377727315334,0.792770128586562,0.468469614011238,0
"APOM",0.0495721780327886,0.080796562147985,0.0228776735362001,0.109834301091625,0.0206832504969151,0.082924268343185,0.0559027474458143,0,0.306100584652117
"C6orf47",0.15859448348934,0.171776690665138,0.180839311155667,0.248095916705147,0.25728637879907,0.325826850912158,0.158935637394229,0.140321356040333,0
"GPANK1",0.174757614080379,0.188898521055906,0.233923218222585,0.160879075449682,0.283512968700714,0.246943116075902,0.410712281109556,0.243805805805588,0.0866738894907909
"CSNK2B",1.41044163328714,2.45482386624827,1.88483470518391,1.7275401449628,2.02877752171442,2.63976882163358,4.19203494994369,2.45291063144675,0
"LY6G5B",0.0187783795641337,0.00604712646597463,0,0,0,0,0,0,1.33779264214047
"LY6G5C",0.0248005531557461,0.0250939333275907,0.0643966083188586,0,0.0785490172224246,0,0,0,0.173347778981582
"ABHD16A",0.0717855807915952,0.0722037330569189,0.0509198254023352,0.035879460623618,0.0695996264804188,0.22890090731674,0.113211342002988,0.263457500013515,2.64670360042816
"LY6G6F",0,0,0,0,0,0,0,0,7.92588524168824
"C6orf25",0.0354263495163451,0.0120243035222792,0.0165165954237449,0,0.017991177126737,0.0375985619265891,0,0,5.19312321450941
"DDAH2",0.0697010098966699,0.373530473624263,0.164464313559424,0.508290682161215,0.327249479961636,0.903721534281093,0.647326431074554,1.38203812507949,0
"CLIC1",2.23082295200626,8.63157572727795,5.10291291613349,6.60076488968512,7.64823131376817,9.07466148993563,14.2637575450539,9.79662675485246,8.6442926949993
"MSH5",0,0.014008309901047,0.023285698836672,0.0181232964101374,0,0.0266702938266271,0.0235117088309978,0,0
"VARS",0.0991496703800493,0.14206999127264,0.0798349081681534,0.115179289614857,0.0535394645489664,0.0858909062530496,0.129153295940489,0.114336083774472,0
"LSM2",0.754250398885193,0.86758619366534,1.16395861218549,1.51516537025498,0.99048119029392,0.703543864396984,1.35218961476896,1.16512086332019,0
"HSPA1L",0.0124622482139817,0.00808007026429102,0.0264155908702947,0,0.0549952637008021,0,0,0,0
"HSPA1A",0.202297042994558,0.556767394454068,0.269520439253723,0.128476254320036,0.3456150406032,0.46119628167183,0.412708183112385,0.186787558305599,0
"HSPA1B",0.0242021745965447,0.0311335826901801,0.0489107410746259,0,0.0541552043669027,0.0119582322862705,0,0.15519424974512,0
"C6orf48",6.45828517084961,3.10307131170891,4.52996103187408,4.43354001962616,2.94416752360757,2.09342156365438,2.03544177382167,3.46086569410512,0.260021668472373
"NEU1",0.141342171627426,0.338934016987821,0.159927608714722,0.140837675027496,0.315902219223248,0.265987700759724,0.440550919752754,0.0554372893383005,0
"EHMT2",0.225105418544373,0.07446173977054,0.159764255783583,0.18545053655532,0.179340769870321,0.107807124884704,0.177826040354811,0.0492746767581205,0
"C2",0,0.0849985367568788,0,0,0,0.245789036936672,0,0,0
"NELFE",0.594960796056439,0.546250921885316,0.623313528704101,0.39852499909548,0.534836148325018,0.607071517873497,0.81565017305544,0.249079076773118,0.0866738894907909
"SKIV2L",0.0522844744164029,0.0483078818142263,0.0771526797373773,0.0968646536658084,0.0200054815019315,0.168952019907368,0.268518985784917,0,0
"DXO",0.148236106372135,0.0471220047515542,0.167488052547631,0.200491970205681,0.232911452457034,0.185236435774704,0.268160932461958,0,0
"STK19",0.0115300751592065,0.0661840345120527,0.0598052581257724,0.0184569952011812,0.0467941831891769,0.0222685407870593,0,0,0
"ATF6B",0.642745791474972,0.558280676810958,0.587358139144971,1.02670363170455,0.707536241111834,0.724340547103489,1.4592087465721,0.357542068471632,0.856674659491561
"FKBPL",0.0161259953474529,0.0394355928361229,0.0194944810829427,0.0267403915695592,0.0805996125799844,0.030830178897691,0,0,0
"PRRT1",0.0323758079980933,0.00670429564334756,0.00400929514987547,0,0,0,0,0.0574765495677763,0
"PPT2",0.0139511787791884,0,0.0179407453354097,0.016989928370462,0.0332902913763457,0.01350139874491,0.0489580463252074,0,0
"PPT2-EGFL8",0.0121995852141027,0.288416473387572,0,0.00769448582367932,0,0,0,0,0
"AGPAT1",0.48110366710592,0.150440628135975,0.100002370252422,0.0577444299932616,0.161389591668063,0.0970220273448907,0.199490842645349,0.252318961686232,2.4841694694784
"RNF5",0.555163864147508,0.505568535052619,0.814368624122432,0.366726859997458,0.932334276309965,0.67601494721057,1.21492428916709,1.18054253338939,2.30995404937363
"AGER",0.0250164230330428,0.0133870063039413,0.0557918733135437,0.0243247875638741,0,0.0284069926653145,0.0609919068056284,0.110542209105537,0
"PBX2",0.101738974937291,0.262704618619806,0.0773998973719247,0.118343107668139,0.0583488953337542,0.226479206314944,0.0173570430541453,0.239390384669717,0
"GPSM3",5.02069101160894,5.56643029544656,6.48687012906551,4.55330870318997,6.18364419735973,5.41991349420414,5.34047933895573,3.94139687744119,4.48585103336962
"NOTCH4",0.011482677531431,0.0293526754646092,0.0114507400613302,0.00872180241279942,0,0.0702618660421475,0,0.140951309954856,0
"HLA-DRA",1.53172007570718,37.5879179642389,1.75998705411364,95.8418878307588,2.64896696954351,30.487413108958,2.00900767796883,136.453506581799,7.43023610167259
"HLA-DRB5",0.216602328923595,7.42479041445679,0.418530551627813,13.1346561901151,1.61518142447876,7.94537632382272,0.336048540639733,25.2392635135656,0.260021668472373
"HLA-DRB1",0.649235480386833,15.9700851344099,1.10873122246201,29.6388968045157,3.27019628032588,18.2853718458066,1.06310464402453,60.1274516533421,1.85616636007
"HLA-DQA1",0.0996400413905345,1.68895558266054,0.139763781314223,15.6105037591558,0.732410055953776,2.20393743785617,0.0890157939285642,23.6522289234296,0.392774474142908
"HLA-DQB1",0.117689815716722,1.64525982335068,0.598884140220707,15.2115942206648,0.569620054455782,1.08132836442611,0.134552969059115,18.6898847255472,0.306100584652117
"HLA-DQB1-AS1",0,0.017247829067777,0.0143235216914752,0,0,0.0357557030247647,0,0,0
"HLA-DQA2",0.0552839060843192,0.558531399198788,0.0291544461722911,4.74062725255432,0.303268529057979,0.686681142114136,0.0299517776380028,7.72082790579447,0.0866738894907909
"HLA-DQB2",0.0115304919521493,0.0371021556040577,0.0310035519861263,0.662115651155718,0,0.0771918365529348,0.0767641600267586,1.12622892886322,0
"HLA-DOB",0.0374024890795718,0.0374371517560597,0.0391239636653411,1.97723822641582,0.0115080228181076,0.0422218298028693,0.0911713839438028,0.421586870111815,0
"TAP2.1",0.215345394263466,0.248055970863466,0.315133966301876,0.32431220581845,0.39809904780345,0.289506125187997,0.477688488617924,0.0996756811842801,0
"PSMB8",1.7948311525842,3.20301287149166,3.72160156145778,3.19182319508767,4.02664856833392,3.82790429645005,6.59879797473252,3.56094741905751,1.03002243847314
"TAPSAR1",1.23165113703218,0.787401021994789,1.04429927142318,1.57422220345008,1.33863555460393,0.965934485922915,1.96452889366181,0.684386959281471,0.579868142165
"PSMB9",2.7898365278714,4.95014856115732,4.61845618502297,4.03652535533125,5.64212448891521,7.30289520576002,6.87445763824922,4.11717514755066,2.42777255606319
"TAP1",0.965563101029963,0.700196945604826,1.71484739183018,0.974353582216077,1.90210354604865,0.524903736389706,2.36477170874508,1.22445928137475,0.392774474142908
"HLA-DMB",0.177501901026715,1.91307651462155,0.156096606792201,5.11230075720207,0.384973833100128,0.961805817742144,0.17091511944686,4.39160536885784,0
"HLA-DMA",0.242526044754563,4.77898262145706,0.223214596074284,8.61605062263646,0.719887604098123,1.96088759295839,0.203561444889357,9.41876220831943,0.785548948285815
"BRD2",0.601431021890134,0.57603299405902,0.837633648606783,0.801134296217933,1.01959633938913,0.636154726257305,1.03434016578132,1.13437763051815,0.260021668472373
"XXbac-BPG181M17.6",0,0.0286434597474591,0,0,0.0166955499681115,0.0751165585514352,0.0331191627475657,0,0
"HLA-DOA",0.0259726037093659,0.0252682709528617,0,0.52080874708326,0.0415463210875393,0.0293665057382152,0,0.610525472396801,0
"HLA-DPA1",1.00266539823778,15.0863821544621,1.31442577913262,29.5355185388974,3.21583305358596,22.2546225984992,2.06019436898197,61.41067682492,0.606717226435536
"HLA-DPB1",1.15511551801396,15.8595868060254,1.79816462834872,39.7163201462901,5.07222448022074,14.6194503173744,2.24343216061712,82.5456446329605,1.79866830939706
"RXRB",0.180276442928609,0.179590220854746,0.193920928079519,0.140548988444297,0.204231909332328,0.114322359280458,0.237494492507879,0.38598348138596,0
"SLC39A7",0.123563483857385,0.126617424324494,0.218537980154562,0.115483322826808,0.382830795393413,0.0630845584016597,0.385094441747536,0.251117523665423,0
"HSD17B8",0.285996219416961,0.0514920773968789,0.331796927152353,0.0677245097153321,0.215393042993871,0.313035998756497,0.131846103661426,0,0
"RING1",0.268228926976982,0.140786155226904,0.236051075483508,0.135792172624307,0.166512604226354,0.100250336667642,0.444090945381486,0.276355610971664,0
"HCG25",0.0136607551487788,0,0,0.0154380071385345,0,0.0125796607013916,0,0,0
"VPS52",0.116002678140725,0.0475926839724225,0.0730880855920216,0.0543710899083537,0.13247787157734,0.0152679681082682,0.202369281494903,0,0
"RPS18",112.412572777876,58.0285238698709,101.256617335823,102.913989454324,84.2660462404801,42.2647003600792,46.0459209186933,82.5948124380188,17.6863587008917
"B3GALT4",0.153570403522705,0.136853049385069,0.171964483833626,0.276810028209003,0.0939645328790725,0.130609935728852,0.30836524744245,0.0492746767581205,0
"WDR46",0.316710979029456,0.234652989338224,0.294830326995133,0.316405679309536,0.403547077928832,0.27096130558797,0.291366461092519,0.107281970027068,0.306100584652117
"PFDN6",0.32884335011212,0.443649145737609,0.373855449138993,0.501009330596644,0.378391349477086,0.664409431520445,0.622230229139703,0.441466606820723,0.0866738894907909
"RGL2",0.131997289644901,0.442745485121969,0.140999868318492,0.297223630308796,0.161482480765762,0.105652571554157,0.174573293647043,0.25570831152919,0
"TAPBP",1.30415571674572,1.25910344924855,1.68703381618689,1.8719715532168,1.65384949327377,1.47760282397678,1.79406375239319,1.26249277300728,0.612201169304234
"ZBTB22",0.0313817521194415,0.0839986899361627,0.068549748041374,0.0592321019435174,0.0344814154531683,0.102548836041829,0.0813532039648056,0.0967670779739259,0
"DAXX",0.290121370742981,0.24169293957955,0.399505716271279,0.272977993688209,0.66756890650305,0.227425824899781,0.386103899432098,0.270051767220726,0
"KIFC1",0,0.00639496179330077,0.0132201409827597,0,0.0186697434403856,0,0,0,0
"PHF1",0.614943674703769,0.135777840758279,0.580522885757276,0.51666834285414,0.422355860312248,0.0692207036056119,0.36583978589758,0,0
"CUTA",3.44024698795584,2.17302047177291,3.16712349525259,2.18396799133056,2.63592072717761,1.41275613262618,2.90371515911402,1.73900223121599,0.319846473692628
"SYNGAP1",0.1159248265465,0.0271518833582594,0.0455069904866421,0.0916723548930009,0.0375458240727029,0.022053731711943,0.145805973687892,0,0
"ZBTB9",0.0367541014650437,0.00460261695594882,0.00646692491253484,0,0.0362052203898066,0.0128869300755174,0.0332386033138888,0,0
"BAK1",0.147454456996049,0.112127053446067,0.219954488130567,0.0778075017937435,0.297094620567422,0.166157384278435,0.507629737219066,0.309563373088187,0
"ITPR3",0.115827499558671,0.00638710316129671,0.088958555195351,0.0383867829227163,0.10774255224821,0.0179078604762775,0.186518315968043,0.179764336785184,0
"UQCC2",0.366035477457074,0.434642767049843,0.410265227250226,0.32234799819148,0.400042218362793,0.528312605496242,0.247388448092341,0.49671141984056,0.306100584652117
"LEMD2",0.244080690907246,0.0992095688792026,0.233290693684284,0.351588013401282,0.157134267677051,0.159333146625118,0.269567785906116,0.201051941611226,0
"HMGA1",0.59671037061372,0.428817008729372,0.74575448498299,0.508921416876048,0.683032845350705,0.246211332290209,0.466044287746508,1.1543865185003,0.306100584652117
"C6orf1",0.216055808763961,0.473884321295917,0.363460558212231,0.50802381063617,0.594956670401663,0.41649269904326,0.560642395150864,0.453831776842435,0
"RP11-513I15.6",0.0206410048867628,0.0118305745303545,0,0,0,0.0296904965397802,0.0358622173608994,0,0
"NUDT3",0.215213527747104,0.50592219343642,0.277392914154055,0.406639092206105,0.338524556721678,0.779246558093036,0.221293357638576,0.200623243208959,0.306100584652117
"RPS10",39.8938853423983,19.4528321200217,36.6549489136029,35.5788242986106,26.8247887591088,17.6072833014993,18.3222234075121,26.466386554919,4.6667946584492
"PACSIN1",0,0,0.0148802975789435,0,0.0563251858295042,0.0265982572771452,0.0582745821852547,0.100904100742654,0
"C6orf106",0.0607331737216903,0.143020820446958,0.0880533519434743,0.116436973850174,0.149944156042702,0.245237438431009,0.221249334938464,0.291846629740422,0.306100584652117
"RP11-140K17.3",0.0734837107369112,0.124970539984069,0.0464987843252894,0.0536730812763364,0.175656597530064,0.165169872392702,0.0953538503815624,0.119623420895323,0
"SNRPC",0.931338652571309,1.10177495037541,1.01495132843832,1.23131983174119,0.99477359409386,1.12044705181294,1.21078881657061,1.3757129811584,0.0866738894907909
"UHRF1BP1",0,0.0263564453083651,0,0,0,0.0163692376191271,0.0668595139356108,0,0
"TAF11",0.321239689737537,0.343062934984937,0.349988967519662,0.31569038695733,0.412833272403421,0.328009858413277,0.767505572813933,1.3973724617577,0.0866738894907909
"ANKS1A",0,0.00591634057769516,0,0.0628389792616414,0.0186412400152858,0.0588299734272648,0.0425007437630159,0.0999722757198336,0
"ZNF76",0.0678290593244266,0.115253870509574,0.105289681297027,0.136179329652116,0.195463074087543,0.1019584111763,0.216770554922989,0,0
"DEF6",0.813151252264018,0.433933149604168,0.774992822389478,0.391087473700267,1.0517103038719,0.475494070173617,2.7021592245174,0.469989895615686,0
"PPARD",0.0865470028879042,0.0589047063630329,0.0469916149659984,0.0174174759987181,0.0176871253645759,0.0275327364236077,0.0391006842619746,0.101174097104178,0
"FANCE",0,0.0223548610645385,0.016004915504066,0.00858021471129293,0.059557042109946,0.0382423822695947,0,0,0
"RPL10A",51.9979625864826,25.44815396017,45.7459113477485,50.5241167488497,37.267848525997,21.7347937713734,23.0840148710635,40.8377515650671,5.63629682780868
"FKBP5",0.537384314452195,0.333841456215261,0.407074679126358,0.106264428932427,0.291730899806819,1.14785049512621,1.77607548945354,0.74762471385367,0.306100584652117
"SRPK1",0.142829047387077,0.0938907904723883,0.262625032745305,0.105748162668006,0.196159741487923,0.076104902870805,0.172552226107096,0.0878336655095444,0
"MAPK14",0.226137262980991,0.271311870916596,0.236755390629675,0.258603620291681,0.188863258730668,0.244401433863199,0.283208562917144,0.207638896681746,1.21343445287107
"MAPK13",0.104332629842381,0.0241549018380549,0.0983963880064848,0.181224057969094,0.29602172192232,0,0.307670796244106,0,0
"BRPF3",0.0187163750364003,0.0075000075000075,0.0186359467230295,0.0301529882130944,0,0.01513321771555,0.0744619018010361,0,0
"ETV7",0.0133781174186261,0.0349031952015336,0.0740011569925075,0.0544143410230207,0.0376001691374041,0.0502629954059585,0.0604015405201878,0.12020241499165,0
"KCTD20",0.128339579344588,0.175134563755719,0.157501715814115,0.139814940140277,0.269686362690489,0.179506239353964,0.170463740322527,0.0512547154338199,1.21956108955026
"STK38",0.378953670060561,0.926390405395834,0.433638384045342,0.298776573136471,0.445244147870641,0.367545582170236,1.58053571102492,0.226380583980177,0
"SRSF3",2.84563638840037,2.87473683650981,3.71977199217224,2.42988310662123,3.70398884592776,2.89906297643946,6.45029213721371,3.95593956443467,0.816593173281071
"CDKN1A",0.093058834306047,0.958731392040381,0.13168153880852,0.162125483380227,0.194494753992998,0.680257289108489,0.0619290428939951,1.12425936820446,1.42024907304367
"CPNE5",0,0.071025598564867,0.00782367318326485,0.231999204942969,0,0.013997368494723,0.0323876149760332,0,0.306100584652117
"PPIL1",0.208181625726521,0.0281978170631927,0.154061157039395,0.151744526102395,0.189775672559076,0.0742055519221064,0.285848863522239,0.101174097104178,0
"C6orf89",0.196769882060392,0.176477515813443,0.242299985465723,0.232520135188885,0.265568608770405,0.294799653447259,0.116090179939007,0,0
"PI16",0.0988392302869574,0,0.251556335257868,0.00769448582367932,0.0196407703110116,0,0,0,0.839771582129661
"MTCH1",0.574064450005313,0.653641837376252,0.773187993600837,0.565803278901916,0.694529136418063,0.957716875346411,0.959521643683287,1.33616168871911,0
