"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"RP9",0.00100189956483215,-1.10421242826413,0.019,0.047,1,"0","RP9"
"GTF2F2",0.00100532139748497,-1.0926976398187,0.027,0.059,1,"0","GTF2F2"
"GCSAM",0.00100792265034784,0.958098876739348,0.056,0.029,1,"0","GCSAM"
"FIS1",0.00102685000178361,-0.290312192070696,0.273,0.353,1,"0","FIS1"
"RAB4A",0.00103397968462664,-0.525045978759614,0.083,0.133,1,"0","RAB4A"
"MXD1",0.0010402531082266,-1.39634220613841,0.013,0.038,1,"0","MXD1"
"ANKRD55",0.00104687432164973,2.13058143209219,0.019,0.005,1,"0","ANKRD55"
"CTD-2020K17.4",0.0010498939870279,2.89208201537244,0.014,0.003,1,"0","CTD-2020K17.4"
"FCRL2",0.00105043969572633,-3.04656378626767,0.003,0.021,1,"0","FCRL2"
"GK",0.00105240525191343,-2.85553682339627,0.003,0.021,1,"0","GK"
"IRAK1",0.00105702425974245,-1.52383980640669,0.007,0.029,1,"0","IRAK1"
"CAMK1D",0.00105848541643059,-1.27199784416285,0.029,0.061,1,"0","CAMK1D"
"CTSA",0.00106243345056577,-0.697862446170621,0.111,0.166,1,"0","CTSA"
"SAMD10",0.00107317473726136,1.8367942886415,0.019,0.005,1,"0","SAMD10"
"COPRS",0.00108632240923017,-1.72494171964266,0.01,0.034,1,"0","COPRS"
"IL1RN",0.00108989948930702,-1.96210695578896,0.006,0.026,1,"0","IL1RN"
"AHCY",0.0010932009106927,-0.945404058486177,0.027,0.059,1,"0","AHCY"
"TXNDC12",0.00109403030256014,-0.281267452574998,0.133,0.194,1,"0","TXNDC12"
"SLC9A3R1",0.00110392215093924,-0.622060145763212,0.124,0.179,1,"0","SLC9A3R1"
"CDC42",0.00110775988005885,-0.22775075204453,0.321,0.393,1,"0","CDC42"
"TSPAN4",0.00111283282962934,-1.48185842602254,0.014,0.04,1,"0","TSPAN4"
"RPL36AL",0.00111326958448756,0.23472540924215,0.769,0.751,1,"0","RPL36AL"
"INPPL1",0.0011283295372152,-1.6825499033087,0.006,0.026,1,"0","INPPL1"
"EMC6",0.00113186139141288,-0.454541050464375,0.099,0.152,1,"0","EMC6"
"FAM213A",0.00113430252777119,1.55636884565036,0.029,0.011,1,"0","FAM213A"
"IL15",0.00113861505141479,-0.9702378640257,0.01,0.034,1,"0","IL15"
"SLC2A8",0.00113968325439252,-5.26857556717655,0,0.015,1,"0","SLC2A8"
"VMO1",0.00113968325439252,-5.47130540538547,0,0.015,1,"0","VMO1"
"CNFN",0.00113968325439252,-5.78204266790024,0,0.015,1,"0","CNFN"
"CNIH4",0.00114072166110819,-1.0062555042797,0.051,0.091,1,"0","CNIH4"
"FUCA2",0.00115310961638421,-0.818613763703929,0.02,0.049,1,"0","FUCA2"
"SNX18",0.00115329741976351,-1.23339929325688,0.014,0.04,1,"0","SNX18"
"DGUOK",0.00115838603434017,-0.324159680006655,0.193,0.261,1,"0","DGUOK"
"ARID3A",0.00116801008456779,-3.0564740068838,0.001,0.018,1,"0","ARID3A"
"MRPL36",0.00116871907824927,-0.619974034954874,0.056,0.097,1,"0","MRPL36"
"TOMM20",0.00118277599467424,0.430940020659612,0.307,0.258,1,"0","TOMM20"
"SLC25A3",0.0011894384122924,-0.26807154047872,0.473,0.545,1,"0","SLC25A3"
"RALGPS2",0.00119364235362021,-1.66867109336248,0.014,0.04,1,"0","RALGPS2"
"ADRBK2",0.00119707804399609,-1.56844618812605,0.009,0.031,1,"0","ADRBK2"
"SUB1",0.00120251335239715,-0.396427122345314,0.253,0.319,1,"0","SUB1"
"KPNA2",0.00120352248926312,-1.09854714851674,0.021,0.051,1,"0","KPNA2"
"SAP18",0.00121446565299887,-0.382070766052769,0.436,0.495,1,"0","SAP18"
"CNPY2",0.00121922012288818,-0.586464041221285,0.137,0.193,1,"0","CNPY2"
"TEN1",0.00122221727916375,-0.907985148183552,0.041,0.078,1,"0","TEN1"
"KRTCAP2",0.00122305733714827,-0.253293944099651,0.25,0.326,1,"0","KRTCAP2"
"CIITA",0.00122768228513375,-1.45367457427565,0.013,0.038,1,"0","CIITA"
"RHPN1",0.00122790248544373,1.99699654523943,0.026,0.009,1,"0","RHPN1"
"VAMP2",0.00123479570977396,0.229356303916638,0.487,0.445,1,"0","VAMP2"
"INPP1",0.00126025219349158,-1.82367793782468,0.007,0.028,1,"0","INPP1"
"CD55",0.00126573257216588,-0.324534602696447,0.16,0.222,1,"0","CD55"
"THEMIS",0.00126893630187427,0.815709582998488,0.079,0.046,1,"0","THEMIS"
"CYB5R3",0.00127004772682666,-0.563509881685844,0.049,0.088,1,"0","CYB5R3"
"BCL7A",0.00127667762022393,-3.01313728161507,0.004,0.023,1,"0","BCL7A"
"AMDHD2",0.00128275694745114,-1.49613746006347,0.014,0.04,1,"0","AMDHD2"
"PUF60",0.00128423910314099,-0.324558429167666,0.121,0.178,1,"0","PUF60"
"ACAA2",0.00128874885758966,-0.730180502176775,0.057,0.098,1,"0","ACAA2"
"TFE3",0.00129748425792652,-2.53543903742264,0.003,0.021,1,"0","TFE3"
"TPD52",0.00129781988240404,-0.956340711555084,0.051,0.089,1,"0","TPD52"
"PPBP",0.00129935932842608,-6.04986259805339,0.011,0.035,1,"0","PPBP"
"GRHPR",0.00130604566172321,-0.300852595127966,0.094,0.143,1,"0","GRHPR"
"PNISR",0.00130672679588737,0.34811768282932,0.417,0.357,1,"0","PNISR"
"PIBF1",0.00130890829030406,1.02637260115814,0.054,0.028,1,"0","PIBF1"
"RRAS",0.00131408086196207,-1.55493986187364,0.007,0.028,1,"0","RRAS"
"MARCKSL1",0.00131557248022427,-0.689851283254218,0.143,0.199,1,"0","MARCKSL1"
"S100Z",0.00131639026747858,-1.88695404506997,0.006,0.026,1,"0","S100Z"
"SRI",0.00132251066106287,-0.405232001458331,0.217,0.286,1,"0","SRI"
"COX6A1P2",0.00132752282125365,-0.372502946736803,0.146,0.205,1,"0","COX6A1P2"
"TNFRSF10D",0.00132820758895289,2.37559117467563,0.013,0.003,1,"0","TNFRSF10D"
"ADAM19",0.00133161431543152,-1.92656757493523,0.006,0.026,1,"0","ADAM19"
"RBM11",0.00133246528517303,2.39287385350569,0.013,0.003,1,"0","RBM11"
"SEPT6",0.00134864382913426,0.418296779205679,0.246,0.195,1,"0","SEPT6"
"RIN1",0.0013514267553347,-1.81748544883936,0.006,0.026,1,"0","RIN1"
"ELL",0.00136115900732914,-2.24681155200745,0.009,0.03,1,"0","ELL"
"LILRA6",0.00136280012830874,-2.00482182533052,0.004,0.023,1,"0","LILRA6"
"SLIRP",0.00136309445845535,-0.342913309146025,0.081,0.13,1,"0","SLIRP"
"TMEM59",0.00136619840023046,-0.36172652185678,0.34,0.42,1,"0","TMEM59"
"BNIP3L",0.00137124054630206,-0.538871474660599,0.127,0.182,1,"0","BNIP3L"
"SMAP2",0.00137304488326734,-0.623913497900694,0.12,0.176,1,"0","SMAP2"
"MLF2",0.0013854161730822,-0.481948244353325,0.103,0.155,1,"0","MLF2"
"UCK2",0.00139173760851294,-5.34555089309627,0,0.014,1,"0","UCK2"
"LPCAT2",0.00139173760851294,-5.21106555669312,0,0.014,1,"0","LPCAT2"
"MDH2",0.00139530679978643,-0.316394872144665,0.246,0.318,1,"0","MDH2"
"SDSL",0.00140460164576183,-3.42664843947001,0.001,0.018,1,"0","SDSL"
"RUNX3",0.00140767702535003,-0.525081068551943,0.056,0.096,1,"0","RUNX3"
"HBEGF",0.00141172446930164,-3.64416008230053,0.001,0.018,1,"0","HBEGF"
"KSR1",0.00142175237986554,-3.0787640190405,0.001,0.018,1,"0","KSR1"
"FGD4",0.00142607012485832,-2.85876482555737,0.001,0.018,1,"0","FGD4"
"CMPK1",0.00142878551123403,0.338171755437989,0.417,0.363,1,"0","CMPK1"
"LYRM5",0.00143586858709694,0.943580091676314,0.103,0.067,1,"0","LYRM5"
"SLC40A1",0.00143652699649304,0.789447693068446,0.057,0.031,1,"0","SLC40A1"
"PARL",0.00144594835324402,-0.769074125277667,0.093,0.142,1,"0","PARL"
"SON",0.00144740973096915,0.472119550260234,0.349,0.302,1,"0","SON"
"HNRNPH2",0.00146049501945197,-0.552751851540251,0.069,0.112,1,"0","HNRNPH2"
"TSPAN3",0.00146744370543226,-1.08794179755294,0.036,0.069,1,"0","TSPAN3"
"PET100",0.00147433513656233,-0.331145229164356,0.13,0.19,1,"0","PET100"
"QRSL1",0.00147442587752104,-1.13273660417569,0.041,0.076,1,"0","QRSL1"
"TRMT1",0.001478203656412,-0.667009702475255,0.049,0.087,1,"0","TRMT1"
"FAS",0.00148795695785972,-1.31797879345431,0.02,0.047,1,"0","FAS"
"GEMIN7",0.00149168220120533,-0.76759046509058,0.03,0.062,1,"0","GEMIN7"
"LSM3",0.00149620549859088,-0.245630698845406,0.1,0.151,1,"0","LSM3"
"MTRR",0.00149985742479321,1.220341840364,0.041,0.02,1,"0","MTRR"
"EXOSC3",0.00150626231685248,-0.942595677534951,0.029,0.06,1,"0","EXOSC3"
"DEK",0.00150744740852001,-0.342231970676888,0.183,0.248,1,"0","DEK"
"CDK5",0.00151026884788827,-1.77705297061132,0.01,0.033,1,"0","CDK5"
"CHCHD10",0.00152007944893296,-0.337886110519885,0.177,0.241,1,"0","CHCHD10"
"NCOA4",0.00153062520399013,-0.914088060265365,0.106,0.158,1,"0","NCOA4"
"COQ7",0.00153311982269432,-0.358954810531083,0.086,0.132,1,"0","COQ7"
"TIMM17A",0.00154026255348071,-0.976521249481861,0.047,0.084,1,"0","TIMM17A"
"FADS2",0.0015584601108187,-2.71622862148801,0.003,0.02,1,"0","FADS2"
"PDCD4-AS1",0.00156692987243609,1.46926222910429,0.043,0.021,1,"0","PDCD4-AS1"
"ARSA",0.00157087586385009,-1.72125628367116,0.011,0.035,1,"0","ARSA"
"MRPL10",0.00157327736406507,-0.733445204876297,0.05,0.088,1,"0","MRPL10"
"FFAR2",0.00157444977362295,-2.39142226888265,0.003,0.02,1,"0","FFAR2"
"PLEKHB2",0.00157597728725137,-0.930174276191747,0.034,0.068,1,"0","PLEKHB2"
"NFIA",0.00158339064507832,2.86236943930694,0.011,0.002,1,"0","NFIA"
"GABARAPL2",0.00158350601335536,-0.237099755514302,0.309,0.386,1,"0","GABARAPL2"
"UBE2E1",0.0015851033344388,0.177280872259928,0.083,0.13,1,"0","UBE2E1"
"NIPAL3",0.00158741289049876,1.13719114302825,0.083,0.051,1,"0","NIPAL3"
"RNF144B",0.00161033696019483,-1.90054034840397,0.006,0.025,1,"0","RNF144B"
"ST3GAL5",0.00162504153319121,-0.800109188827154,0.026,0.056,1,"0","ST3GAL5"
"MED29",0.00162770177146611,-0.718601801355322,0.044,0.081,1,"0","MED29"
"ZNF511",0.00163205475353845,-0.526796165339677,0.066,0.108,1,"0","ZNF511"
"GLRX3",0.00164023690445891,0.222768720110789,0.091,0.141,1,"0","GLRX3"
"ZDHHC3",0.00164506367961173,-0.783399567842546,0.037,0.071,1,"0","ZDHHC3"
"MCOLN1",0.00164552977777334,-0.661047148418803,0.014,0.039,1,"0","MCOLN1"
"YKT6",0.00164851130534608,-1.20493205971859,0.019,0.045,1,"0","YKT6"
"RFTN1",0.00165044493411616,-0.661852737006517,0.017,0.043,1,"0","RFTN1"
"LSM1",0.00166027031096397,-0.564163556791343,0.117,0.169,1,"0","LSM1"
"LYRM4",0.00166440487824022,0.584258933013062,0.159,0.118,1,"0","LYRM4"
"MBOAT7",0.00169231524355968,-0.987127091574544,0.031,0.063,1,"0","MBOAT7"
"RABIF",0.0016930238888737,-1.10106006008902,0.034,0.067,1,"0","RABIF"
"TMEM53",0.00170012327408067,-5.33904169475745,0,0.014,1,"0","TMEM53"
"HOMER3",0.00170012327408067,-5.37850656011956,0,0.014,1,"0","HOMER3"
"FRAT2",0.0017100086047088,-0.795184628013205,0.027,0.058,1,"0","FRAT2"
"TOR4A",0.00172052736263447,-3.23798964892471,0.001,0.017,1,"0","TOR4A"
"SUPT3H",0.0017223329997069,0.986174951136156,0.074,0.044,1,"0","SUPT3H"
"JDP2",0.00172574823386647,-3.20244088809003,0.001,0.017,1,"0","JDP2"
"C19orf24",0.00172831160266961,-0.511963893770301,0.146,0.204,1,"0","C19orf24"
"SIN3B",0.00173023483745176,-1.3613777014027,0.009,0.03,1,"0","SIN3B"
"ABHD17A",0.00173294908109883,-0.917695048836223,0.037,0.07,1,"0","ABHD17A"
"PSMA6",0.00173846501173477,-0.583412776651635,0.06,0.101,1,"0","PSMA6"
"ITGB1",0.00174102767343917,-0.434660021722081,0.039,0.074,1,"0","ITGB1"
"NKIRAS2",0.00176159678336556,-1.25173492167282,0.024,0.053,1,"0","NKIRAS2"
"PPP1R9B",0.00176190343273443,-0.914448271318755,0.016,0.041,1,"0","PPP1R9B"
"PPCDC",0.00177396665303401,-0.905286583626943,0.019,0.045,1,"0","PPCDC"
"BACH1",0.00178275597558626,-2.16314570891243,0.007,0.027,1,"0","BACH1"
"CUX1",0.00178286087099073,-0.556712336546755,0.04,0.075,1,"0","CUX1"
"POLR2J",0.00179797996654729,-0.329360167037801,0.206,0.272,1,"0","POLR2J"
"DDX49",0.00181565195258364,-0.957579777653608,0.026,0.055,1,"0","DDX49"
"CCDC159",0.00181565199893042,-1.02605422448808,0.026,0.055,1,"0","CCDC159"
"REL",0.00181754325582309,-0.609996920834841,0.077,0.121,1,"0","REL"
"UQCR10",0.00182788987860404,-0.276195509361221,0.291,0.37,1,"0","UQCR10"
"DNASE1L1",0.0018333228485934,-1.32372151868081,0.014,0.039,1,"0","DNASE1L1"
"GPX4",0.00184464916836673,-0.344009080495471,0.51,0.557,1,"0","GPX4"
"GATA3",0.00185510497010154,0.962479794331985,0.106,0.07,1,"0","GATA3"
"TMEM30B",0.00186395490736101,2.21472911000946,0.016,0.004,1,"0","TMEM30B"
"TMCO1",0.00187624353324032,-0.602057737752155,0.136,0.189,1,"0","TMCO1"
"NUDT14",0.00188042578340432,-1.43298054524301,0.007,0.027,1,"0","NUDT14"
"PSMA3",0.00188588163415202,-0.516138460687683,0.114,0.166,1,"0","PSMA3"
"OGFRL1",0.00190447994894929,-2.06130725317477,0.006,0.025,1,"0","OGFRL1"
"BTN3A1",0.00190600551933037,-0.761972149688483,0.034,0.067,1,"0","BTN3A1"
"ZDHHC21",0.00192118720248283,-1.95475982192455,0.003,0.02,1,"0","ZDHHC21"
"PPDPF",0.00193973236475384,-0.164915673360981,0.766,0.826,1,"0","PPDPF"
"SMARCB1",0.00194476892656326,-0.670453794699368,0.093,0.14,1,"0","SMARCB1"
"MSRB2",0.0019520983088929,-0.8584618979715,0.036,0.069,1,"0","MSRB2"
"RP1-187B23.1",0.00196710150075446,2.20195878050812,0.019,0.006,1,"0","RP1-187B23.1"
"TXN",0.00197630136941168,-0.492299105132091,0.159,0.216,1,"0","TXN"
"C19orf10",0.00197806671494149,-0.217360653610241,0.173,0.235,1,"0","C19orf10"
"CIAO1",0.00197891274086847,-0.783250048483163,0.03,0.061,1,"0","CIAO1"
"FRAT1",0.00198267224601907,-2.02051233413787,0.009,0.029,1,"0","FRAT1"
"SLC44A2",0.00199616742694545,-0.556139931223632,0.061,0.102,1,"0","SLC44A2"
"CCNDBP1",0.00199943640445469,-0.320933505233081,0.153,0.213,1,"0","CCNDBP1"
"HLA-E",0.00201955920479052,-0.237576529975719,0.869,0.894,1,"0","HLA-E"
"RP11-660L16.2",0.00202720529076996,0.792087633618711,0.093,0.059,1,"0","RP11-660L16.2"
"EIF3A",0.00202840259715572,-0.575289352243786,0.074,0.117,1,"0","EIF3A"
"UXS1",0.00203786355784155,0.893569015900474,0.104,0.069,1,"0","UXS1"
"SPINK2",0.00206255941780928,1.77835825943931,0.019,0.006,1,"0","SPINK2"
"PPP1R2",0.00206823095091031,0.194195672510914,0.319,0.269,1,"0","PPP1R2"
"PPCS",0.00206951402378066,-0.441216031264175,0.149,0.206,1,"0","PPCS"
"TIMM17B",0.00207001664441344,-0.465133203024916,0.084,0.131,1,"0","TIMM17B"
"EVI2B",0.00207208440830398,-0.26915112710889,0.276,0.346,1,"0","EVI2B"
"RP11-102N12.3",0.0020776270519178,-5.73357516327134,0,0.013,1,"0","RP11-102N12.3"
"TLR7",0.0020776270519178,-5.22283851437333,0,0.013,1,"0","TLR7"
"TLR8",0.0020776270519178,-5.10779906709658,0,0.013,1,"0","TLR8"
"AP003774.6",0.0020776270519178,-5.29059992996517,0,0.013,1,"0","AP003774.6"
"OAF",0.0020776270519178,-5.39639479905741,0,0.013,1,"0","OAF"
"CCL4L1",0.0020776270519178,-5.98418613222722,0,0.013,1,"0","CCL4L1"
"CEACAM4",0.0020776270519178,-6.64381538326581,0,0.013,1,"0","CEACAM4"
"ARAP2",0.00207956967727967,-0.99230714616579,0.013,0.036,1,"0","ARAP2"
"CDC14A",0.00209410018255942,1.17629566661554,0.051,0.027,1,"0","CDC14A"
"KCNMB1",0.00209524210187346,-3.32425062539719,0.001,0.017,1,"0","KCNMB1"
"CCDC12",0.00209815748712881,-0.417104099793094,0.199,0.266,1,"0","CCDC12"
"TNFRSF8",0.00210159149980492,-3.40349334812543,0.001,0.017,1,"0","TNFRSF8"
"ZFAS1",0.00210590976123613,0.299495272485464,0.514,0.482,1,"0","ZFAS1"
"TPP1",0.00211243824510222,-0.389812016812189,0.064,0.106,1,"0","TPP1"
"IL10RA",0.00211268123261581,-0.34799679181029,0.169,0.228,1,"0","IL10RA"
"BACE2",0.00212502380304878,-3.504300857961,0.001,0.017,1,"0","BACE2"
"ICOS",0.00215069682194537,1.4332043020227,0.051,0.027,1,"0","ICOS"
"TAF1D",0.00218160050980291,0.97888412734784,0.184,0.14,1,"0","TAF1D"
"TANGO2",0.00219127129081724,-1.23224523374712,0.017,0.042,1,"0","TANGO2"
"CYB5R4",0.00219395512370223,-0.527121634588906,0.073,0.116,1,"0","CYB5R4"
"RRP12",0.00220766935286736,-1.47691429498663,0.01,0.031,1,"0","RRP12"
"NMRK1",0.00220974505600791,0.685125860270626,0.127,0.089,1,"0","NMRK1"
"IQGAP2",0.00221235955769686,-0.540187688258524,0.054,0.092,1,"0","IQGAP2"
"RNF10",0.00222911036319168,-0.689224860698893,0.053,0.09,1,"0","RNF10"
"EMC3",0.00223191444791028,-0.649647882659087,0.093,0.137,1,"0","EMC3"
"MEGF9",0.00225119320376979,-1.59568041831123,0.011,0.034,1,"0","MEGF9"
"SMAD3",0.00225194463043804,-1.05465682076521,0.02,0.046,1,"0","SMAD3"
"STAP1",0.002259374842579,-3.00961193626027,0.003,0.019,1,"0","STAP1"
"ALKBH4",0.00226255089541527,-0.80895281938216,0.013,0.036,1,"0","ALKBH4"
"EEF1E1",0.00227061146465948,0.883803451715723,0.094,0.061,1,"0","EEF1E1"
"LPCAT3",0.0022835242875292,-0.751882794180014,0.019,0.044,1,"0","LPCAT3"
"RSAD2",0.00228595851690542,-1.06851273868879,0.033,0.064,1,"0","RSAD2"
"AP003733.1",0.00228843145583473,-1.42369526580386,0.023,0.05,1,"0","AP003733.1"
"STK32C",0.00229553290106404,-0.145221430507575,0.01,0.031,1,"0","STK32C"
"CTD-2267D19.2",0.00230568979883263,-2.6818770210903,0.003,0.019,1,"0","CTD-2267D19.2"
"ICAM1",0.00231207241304999,-2.55328668825264,0.003,0.019,1,"0","ICAM1"
"RBM47",0.00231633612387852,-2.36329384550838,0.003,0.019,1,"0","RBM47"
"GTF3C1",0.00231705611204819,-1.37948477335928,0.011,0.034,1,"0","GTF3C1"
"USF1",0.00232790367152937,-1.87160840222184,0.006,0.024,1,"0","USF1"
"CD244",0.00232858397145294,-1.40453982140566,0.017,0.042,1,"0","CD244"
"STX4",0.00235169165509765,-0.773760984839642,0.07,0.111,1,"0","STX4"
"PDE4A",0.00236727330592104,-2.1705340258747,0.004,0.022,1,"0","PDE4A"
"C19orf70",0.00239001193000626,-0.295386020646289,0.177,0.24,1,"0","C19orf70"
"ACSL6",0.00239503493459669,1.53587185001875,0.034,0.015,1,"0","ACSL6"
"FAM53C",0.00239833442118701,-0.882710408551016,0.027,0.056,1,"0","FAM53C"
"TACC1",0.00240249299848573,-0.793827254669757,0.047,0.083,1,"0","TACC1"
"NEU1",0.00240999466213707,-0.819532869724858,0.03,0.06,1,"0","NEU1"
"NRM",0.00241600758698593,-1.64899981390549,0.009,0.029,1,"0","NRM"
"RELB",0.00242854103321243,0.785020249515557,0.026,0.054,1,"0","RELB"
"CAMTA1",0.00243439153305537,-0.151385766914657,0.06,0.1,1,"0","CAMTA1"
"SRP14",0.0024344268338478,-0.164641832223703,0.744,0.796,1,"0","SRP14"
"C16orf74",0.0024413085293958,-1.42412436305566,0.027,0.056,1,"0","C16orf74"
"MTDH",0.00246160244873971,-0.309548486298656,0.229,0.294,1,"0","MTDH"
"HAR1A",0.00246232388583037,2.01975099912535,0.014,0.004,1,"0","HAR1A"
"MRPL43",0.00246676587742769,-0.588844778978165,0.136,0.19,1,"0","MRPL43"
"PPP2CA",0.00246917698736917,-0.630608555346319,0.111,0.163,1,"0","PPP2CA"
"RAPGEF6",0.0024837273137121,1.214431581255,0.033,0.014,1,"0","RAPGEF6"
"KIAA1033",0.00249551612205324,-0.726191435887073,0.037,0.07,1,"0","KIAA1033"
"TNFRSF13C",0.00251898709902934,-4.15708298097167,0.001,0.016,1,"0","TNFRSF13C"
"MID1IP1",0.00253504111616958,-0.600329988264869,0.093,0.14,1,"0","MID1IP1"
"SENCR",0.0025393842972104,-3.69882619190298,0.001,0.016,1,"0","SENCR"
"LY96",0.0025400055677739,-5.03319753181174,0,0.013,1,"0","LY96"
"SLC46A2",0.0025400055677739,-5.01763924992436,0,0.013,1,"0","SLC46A2"
"KIF1B",0.00254000571460598,-5.17055935102453,0,0.013,1,"0","KIF1B"
"ZEB2-AS1",0.00254000571460598,-5.25569498725562,0,0.013,1,"0","ZEB2-AS1"
"C2",0.00254000571460598,-4.88315986798783,0,0.013,1,"0","C2"
"CPNE5",0.00254000571460598,-5.55297875710854,0,0.013,1,"0","CPNE5"
"ANG",0.00254000571460598,-5.35394367244579,0,0.013,1,"0","ANG"
"LAG3",0.00254380860818865,-1.20871640535822,0.014,0.038,1,"0","LAG3"
"MAST3",0.00254982793764492,-1.06623716857882,0.016,0.04,1,"0","MAST3"
"GLT1D1",0.00255735564423889,-3.25967290963895,0.001,0.016,1,"0","GLT1D1"
"AP3D1",0.00255859787295521,-0.921180407773572,0.024,0.052,1,"0","AP3D1"
"PTGS1",0.00255993233739177,-3.61871215019556,0.001,0.016,1,"0","PTGS1"
"GBGT1",0.00257026345058643,-5.06266978996743,0.001,0.016,1,"0","GBGT1"
"AGMAT",0.00257140852958124,1.48437321025996,0.029,0.012,1,"0","AGMAT"
"MRPS36",0.00257150194051747,-0.490199489675455,0.056,0.094,1,"0","MRPS36"
"CDK2AP1",0.00257544323368947,-3.14342273611739,0.001,0.016,1,"0","CDK2AP1"
"C12orf44",0.00257661434675921,-0.526091897280668,0.056,0.094,1,"0","C12orf44"
"ICAM3",0.00261242513124239,-0.21364790399956,0.363,0.444,1,"0","ICAM3"
"HNRNPA3",0.00261427950270281,-0.256371588984687,0.26,0.331,1,"0","HNRNPA3"
"DHRS7B",0.00262125472544059,-1.06463856525,0.017,0.042,1,"0","DHRS7B"
"CYP3A5",0.00262418726919053,1.90268840824486,0.02,0.007,1,"0","CYP3A5"
"SPCS3",0.0026287466845415,-0.486177806207809,0.074,0.117,1,"0","SPCS3"
"TRA2A",0.00263139118593487,-0.740552988800258,0.053,0.089,1,"0","TRA2A"
"PFKL",0.00263644459268926,-0.412811913217465,0.074,0.118,1,"0","PFKL"
"SNORD3B-1",0.00263929065612382,-0.756929952434755,0.017,0.042,1,"0","SNORD3B-1"
"DEDD2",0.00264257426809019,-0.380421077299117,0.089,0.135,1,"0","DEDD2"
"TTC7A",0.0026534716679468,-1.22376684213797,0.016,0.04,1,"0","TTC7A"
"SNX11",0.00266467603989643,-0.964144660836971,0.02,0.046,1,"0","SNX11"
"JMJD6",0.00267189246038674,-0.611334470912073,0.037,0.07,1,"0","JMJD6"
"SNX29",0.00268592656449995,-1.67187769466752,0.014,0.037,1,"0","SNX29"
"MYL12B",0.00268979978910524,-0.278570439452811,0.671,0.712,1,"0","MYL12B"
"HLA-DOA",0.00270801134612983,-2.10183019244985,0.006,0.024,1,"0","HLA-DOA"
"INTS6-AS1",0.0027159729733198,1.35655076961725,0.029,0.012,1,"0","INTS6-AS1"
"LINC00938",0.00271664883789454,0.609775407379105,0.07,0.041,1,"0","LINC00938"
"SF1",0.00273412059042285,0.410086467200979,0.341,0.294,1,"0","SF1"
"CHAF1A",0.00273866970413039,-2.14439946364759,0.006,0.024,1,"0","CHAF1A"
"CIDEB",0.0027493804306318,-1.65796323769838,0.011,0.033,1,"0","CIDEB"
"CCDC88B",0.0027572922570925,-0.899459825762872,0.019,0.044,1,"0","CCDC88B"
"MAP4",0.00275744175565499,-0.813049017341022,0.023,0.05,1,"0","MAP4"
"IL13RA1",0.00276076252792136,-2.05563049808319,0.006,0.024,1,"0","IL13RA1"
"CLCC1",0.00276994915321483,-2.57908890553679,0.003,0.019,1,"0","CLCC1"
"ZNF569",0.00277406437738461,1.71301187732539,0.017,0.005,1,"0","ZNF569"
"VPS25",0.00277891266111378,-1.38070295697525,0.05,0.086,1,"0","VPS25"
"RP11-395A13.2",0.0027852601554664,-2.53716629315216,0.003,0.019,1,"0","RP11-395A13.2"
"HMGXB4",0.00278561786242835,-0.997602276886869,0.03,0.06,1,"0","HMGXB4"
"COX7A2",0.00278753968799712,-0.234553320368407,0.344,0.421,1,"0","COX7A2"
"SYVN1",0.00279254074122531,-2.17233566405882,0.013,0.035,1,"0","SYVN1"
"SIGLEC14",0.0027929446076275,-2.72574990164102,0.003,0.019,1,"0","SIGLEC14"
"GAS2L1",0.00280579496242493,-2.83224950518671,0.003,0.019,1,"0","GAS2L1"
"TMBIM1",0.00282209591451584,-0.565517272940906,0.066,0.106,1,"0","TMBIM1"
"ACO2",0.00283718761984108,-0.61488328097729,0.064,0.103,1,"0","ACO2"
"HSBP1L1",0.00286387229511003,1.20742614092249,0.049,0.026,1,"0","HSBP1L1"
"CMSS1",0.00289235159123419,0.608962755312887,0.084,0.053,1,"0","CMSS1"
"AFF3",0.00289561398591047,-1.90593641658756,0.01,0.03,1,"0","AFF3"
"NOA1",0.00290239674046833,-0.649719230530809,0.041,0.075,1,"0","NOA1"
"ATP6V0A1",0.00291177542770961,-1.49061891920454,0.009,0.028,1,"0","ATP6V0A1"
"DIAPH1",0.00292119101283033,-0.747128709182204,0.061,0.1,1,"0","DIAPH1"
"LRRC8C",0.00292748538907462,0.931857325696197,0.044,0.023,1,"0","LRRC8C"
"MAF1",0.00298704316600446,-0.51686484941548,0.184,0.244,1,"0","MAF1"
"STAT3",0.00300645147308993,0.560834670988417,0.209,0.166,1,"0","STAT3"
"CD22",0.00300646303143079,-1.1050393405362,0.027,0.055,1,"0","CD22"
"MICAL1",0.00301420409704955,-0.691710684905894,0.033,0.063,1,"0","MICAL1"
"TCEA2",0.00303114156732991,-1.07506077600372,0.033,0.063,1,"0","TCEA2"
"PARP4",0.00303368284963812,-0.979460855435209,0.021,0.047,1,"0","PARP4"
"APAF1",0.0030367475442074,-1.91679091017949,0.007,0.026,1,"0","APAF1"
"KDM4B",0.00304388323967733,-1.78159669617829,0.013,0.035,1,"0","KDM4B"
"NBN",0.00304724258316534,-0.933120436885797,0.019,0.043,1,"0","NBN"
"CALCOCO2",0.00304738853382407,-0.484897886646703,0.094,0.141,1,"0","CALCOCO2"
"AMPD2",0.00305023371107971,-0.915417334286347,0.034,0.065,1,"0","AMPD2"
