"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"SLC43A3",0.0030604110315662,-1.0937854757411,0.013,0.035,1,"0","SLC43A3"
"STK10",0.00306985901912353,-0.528626451857322,0.094,0.139,1,"0","STK10"
"CINP",0.00307072829469057,-0.842049925112683,0.044,0.078,1,"0","CINP"
"FXYD6",0.00307546119322602,-3.94768300030252,0.001,0.015,1,"0","FXYD6"
"FADS3",0.00308165973607762,-3.72700732018251,0.001,0.015,1,"0","FADS3"
"SMARCD2",0.00308792356625376,-1.8301249843149,0.007,0.026,1,"0","SMARCD2"
"FAM71D",0.00310176158717682,-0.932413947467049,0.014,0.037,1,"0","FAM71D"
"DAB2",0.00310669959040479,-5.53067754297409,0,0.012,1,"0","DAB2"
"CMKLR1",0.00310669959040479,-5.18198686363806,0,0.012,1,"0","CMKLR1"
"STAB1",0.00311282353407506,-3.20504936640771,0.001,0.015,1,"0","STAB1"
"GNB4",0.0031285131517857,-2.93283989030407,0.001,0.015,1,"0","GNB4"
"VDAC2",0.003145075351149,-0.378252408475205,0.24,0.303,1,"0","VDAC2"
"CES1",0.00314743567187021,-2.79488514865623,0.001,0.015,1,"0","CES1"
"LRBA",0.00315122993076016,0.502220480415736,0.074,0.045,1,"0","LRBA"
"TNFRSF18",0.00315413557972648,-1.10864081156123,0.017,0.041,1,"0","TNFRSF18"
"MED13L",0.00316137042120662,-1.7072798168882,0.007,0.026,1,"0","MED13L"
"MVB12A",0.00319497153499587,-0.430676648904418,0.031,0.061,1,"0","MVB12A"
"SMIM12",0.00320341138598258,-0.658007355275466,0.086,0.13,1,"0","SMIM12"
"CKAP4",0.00320524468810408,-1.0303721825266,0.016,0.039,1,"0","CKAP4"
"CCNY",0.0032360356290759,-0.645241001425592,0.017,0.041,1,"0","CCNY"
"DUS2",0.00324810167332704,-1.43485622324744,0.011,0.033,1,"0","DUS2"
"FAM96B",0.00324896488603693,-0.597239301498581,0.219,0.279,1,"0","FAM96B"
"CENPK",0.00326249954639858,1.24375039586527,0.053,0.029,1,"0","CENPK"
"BNIP2",0.00326490254934368,-0.909026231086464,0.083,0.126,1,"0","BNIP2"
"DCTPP1",0.00329150368896873,-0.756736530913646,0.06,0.097,1,"0","DCTPP1"
"MTFR1L",0.00329310630434847,-0.956389831689976,0.03,0.059,1,"0","MTFR1L"
"EPHB6",0.00329325049236601,1.27881417435647,0.033,0.015,1,"0","EPHB6"
"ANKH",0.003319517503966,0.900254838612798,0.067,0.04,1,"0","ANKH"
"TNFRSF13B",0.0033280132166606,-3.03002764109661,0.003,0.018,1,"0","TNFRSF13B"
"MYO15B",0.00335016083911563,-1.60162876704974,0.006,0.023,1,"0","MYO15B"
"FAM50A",0.00335234614300303,-0.400937249754962,0.076,0.118,1,"0","FAM50A"
"CLMN",0.00341439229186335,-2.47374676202205,0.003,0.018,1,"0","CLMN"
"CSF2RB",0.0034206397842669,-2.38649093002589,0.003,0.018,1,"0","CSF2RB"
"MTIF3",0.00342176723204975,-0.771770695348941,0.083,0.126,1,"0","MTIF3"
"PITPNA",0.00343673059934268,-1.29872811028201,0.013,0.035,1,"0","PITPNA"
"FGFR1OP2",0.00343727736881188,0.752824161201562,0.193,0.149,1,"0","FGFR1OP2"
"CXorf21",0.00343802455310476,-2.0778004674761,0.004,0.021,1,"0","CXorf21"
"HINT2",0.00345049695129834,-0.364826006906358,0.097,0.143,1,"0","HINT2"
"C6orf106",0.003453983591909,-1.21785178319007,0.014,0.037,1,"0","C6orf106"
"JAK2",0.00345834300382375,-1.84562971120908,0.003,0.018,1,"0","JAK2"
"ZNF780B",0.00346827293670117,1.27703173077679,0.021,0.008,1,"0","ZNF780B"
"UBR4",0.00350297341555754,-0.894869864999456,0.031,0.06,1,"0","UBR4"
"TRIQK",0.00352058142095076,-1.75664488809018,0.004,0.021,1,"0","TRIQK"
"OSM",0.00353733661438156,-0.991727022856366,0.019,0.043,1,"0","OSM"
"FAM129A",0.0035396446996919,-1.2911874674945,0.009,0.028,1,"0","FAM129A"
"TET2",0.00354091670333034,-1.31099570065583,0.009,0.028,1,"0","TET2"
"SLA",0.00358540788659133,-1.04857653637348,0.066,0.104,1,"0","SLA"
"RFX1",0.00364837309396935,-1.84057502894535,0.007,0.025,1,"0","RFX1"
"UBAC2",0.00367945127675953,0.825032940864528,0.163,0.124,1,"0","UBAC2"
"ZNF655",0.00368140981621632,-0.634182521047277,0.056,0.092,1,"0","ZNF655"
"RAC2",0.0036954754606095,-0.200198755985576,0.603,0.67,1,"0","RAC2"
"FAM120A",0.0037093482937153,-1.00697850778273,0.021,0.047,1,"0","FAM120A"
"HIST1H2AC",0.00371256775753988,-2.65678220359221,0.019,0.042,1,"0","HIST1H2AC"
"IFNAR2",0.00371816935690907,-0.461754311262607,0.054,0.089,1,"0","IFNAR2"
"REEP4",0.00372466609521554,-0.714862429248314,0.02,0.045,1,"0","REEP4"
"RNF138",0.00372574473452928,0.801913649297448,0.104,0.072,1,"0","RNF138"
"CD247",0.00374373396289686,-0.273977794776442,0.319,0.25,1,"0","CD247"
"TUBA1B",0.00374387847286034,-0.426332841148616,0.393,0.446,1,"0","TUBA1B"
"RAP1GAP2",0.00374555415729049,-1.57535412842538,0.011,0.032,1,"0","RAP1GAP2"
"NET1",0.00374831203041449,1.72464720018913,0.016,0.005,1,"0","NET1"
"DCP2",0.00374922058213254,-1.10368285611893,0.039,0.07,1,"0","DCP2"
"GNL2",0.0037501764796072,-0.82994360993165,0.03,0.058,1,"0","GNL2"
"C6orf57",0.00379463269200576,1.79829198127016,0.016,0.005,1,"0","C6orf57"
"PHLDA2",0.00379770892705356,-3.46874430249707,0.001,0.015,1,"0","PHLDA2"
"E2F2",0.00380172632043543,-5.00732224883578,0,0.012,1,"0","E2F2"
"NLRC4",0.00380172632043543,-4.98338997745413,0,0.012,1,"0","NLRC4"
"KIF13A",0.00380172632043543,-5.24882901132619,0,0.012,1,"0","KIF13A"
"P2RX7",0.00380172632043543,-5.11665721657197,0,0.012,1,"0","P2RX7"
"KCNG1",0.00380172632043543,-6.83803356202231,0,0.012,1,"0","KCNG1"
"ADPGK",0.00381280869566134,-0.38321110485094,0.076,0.117,1,"0","ADPGK"
"CD300LB",0.0038206511824836,-3.04021076755196,0.001,0.015,1,"0","CD300LB"
"EIF1",0.00383216654255599,-0.118436482537324,0.977,0.986,1,"0","EIF1"
"TMEM164",0.00383601590614559,-2.85884040974824,0.001,0.015,1,"0","TMEM164"
"DNAJC15",0.00383868575469478,-0.517768504386966,0.11,0.158,1,"0","DNAJC15"
"CCDC107",0.00386024547855163,-0.394523423414289,0.134,0.184,1,"0","CCDC107"
"OXCT1",0.00391550563914635,0.857423001184749,0.053,0.029,1,"0","OXCT1"
"AK2",0.00391923359525353,-0.616269703606543,0.067,0.106,1,"0","AK2"
"RNF5",0.00392788657366543,-0.355158089210011,0.111,0.16,1,"0","RNF5"
"GSTZ1",0.00393223061456355,-1.46868933818268,0.011,0.032,1,"0","GSTZ1"
"GNG2",0.00394605298754918,-0.471328831168735,0.093,0.136,1,"0","GNG2"
"RAMP1",0.00394727423100131,-3.37327645040569,0.004,0.02,1,"0","RAMP1"
"FAM89B",0.00397349863609935,-0.196601506006233,0.057,0.095,1,"0","FAM89B"
"SNX27",0.00397375920372951,-1.06012781626509,0.023,0.049,1,"0","SNX27"
"HADHB",0.00397945789809837,-0.444067702332937,0.107,0.155,1,"0","HADHB"
"AIFM1",0.00398184218273135,-1.24098834726277,0.011,0.032,1,"0","AIFM1"
"CMC2",0.00401260571793314,-0.528295854919828,0.049,0.083,1,"0","CMC2"
"BTN2A2",0.00402497465997199,-1.77084364238624,0.006,0.023,1,"0","BTN2A2"
"DCTN1",0.004035831790936,-1.22656621680756,0.014,0.036,1,"0","DCTN1"
"MT-ND4",0.00407680759472918,0.111481642210315,0.963,0.957,1,"0","MT-ND4"
"LZTS2",0.00409901750625751,5.03290198836647,0.011,0.003,1,"0","LZTS2"
"ROBO3",0.00411141170364782,2.82156601696945,0.011,0.003,1,"0","ROBO3"
"FAIM3",0.00412046522262998,0.390645942038348,0.243,0.196,1,"0","FAIM3"
"TMED5",0.00413230229421703,-0.762758494617141,0.063,0.101,1,"0","TMED5"
"RP13-582O9.5",0.00413500600726764,1.47070333883637,0.03,0.013,1,"0","RP13-582O9.5"
"TPR",0.00416795963080758,0.508583841482376,0.189,0.148,1,"0","TPR"
"ATP11A",0.00416939235693187,-1.06018275702064,0.013,0.034,1,"0","ATP11A"
"PNKD",0.00420526714343703,-0.481564749289649,0.107,0.153,1,"0","PNKD"
"TARS",0.00421243050764342,-0.938981820417947,0.026,0.052,1,"0","TARS"
"TBC1D2",0.00422360932725025,-1.7829493496122,0.003,0.018,1,"0","TBC1D2"
"AP1B1",0.00423817708062523,-0.978390846616516,0.026,0.052,1,"0","AP1B1"
"PLEKHM2",0.00424827298911922,-1.62845935058503,0.004,0.02,1,"0","PLEKHM2"
"CYSLTR1",0.00426475838675635,-0.81176279327227,0.02,0.044,1,"0","CYSLTR1"
"ZFP36L1",0.00426699884906487,-0.38778108182778,0.2,0.257,1,"0","ZFP36L1"
"CNP",0.00429511984739748,-0.733982256658992,0.031,0.06,1,"0","CNP"
"SEC23IP",0.0043072405516659,-1.37722264681793,0.01,0.029,1,"0","SEC23IP"
"LIPA",0.00433188294732595,-0.577638622625002,0.074,0.114,1,"0","LIPA"
"NAE1",0.00434149656659848,0.583779690334894,0.119,0.084,1,"0","NAE1"
"C3AR1",0.00437249363579313,-0.805621161879168,0.01,0.029,1,"0","C3AR1"
"IRAK3",0.00437422030201082,-1.79182566015173,0.007,0.025,1,"0","IRAK3"
"ABHD2",0.00439950269778244,-0.678924258873742,0.016,0.038,1,"0","ABHD2"
"RAD23B",0.00440094508159691,-0.40432183411824,0.086,0.128,1,"0","RAD23B"
"PDCD10",0.00440825321570393,-0.569649234543302,0.074,0.113,1,"0","PDCD10"
"EBP",0.0044207708925685,-0.519070556950513,0.083,0.124,1,"0","EBP"
"SHC1",0.00442202000875887,-1.31813371988204,0.01,0.029,1,"0","SHC1"
"HMG20B",0.00442947692939124,-0.643745721499248,0.049,0.082,1,"0","HMG20B"
"ITCH",0.00444350644365669,-1.75338294652642,0.007,0.025,1,"0","ITCH"
"TMEM189",0.00445756133429696,-0.430953116566818,0.026,0.053,1,"0","TMEM189"
"CBWD2",0.00447751821973406,-0.757535193955113,0.029,0.056,1,"0","CBWD2"
"MAP2K1",0.00449633437791132,-0.504302710375612,0.076,0.115,1,"0","MAP2K1"
"RBM3",0.00450535507112404,-0.316875735515999,0.593,0.662,1,"0","RBM3"
"KRT10",0.00450535939178278,0.197211161980547,0.28,0.229,1,"0","KRT10"
"KBTBD2",0.00450704926488844,-1.61380944394062,0.007,0.025,1,"0","KBTBD2"
"RCSD1",0.00451834899652587,-0.274681048614248,0.174,0.231,1,"0","RCSD1"
"WNT7A",0.00453198196997221,1.6590634348272,0.02,0.007,1,"0","WNT7A"
"NDUFA9",0.00453959919721107,-0.452394752176029,0.101,0.148,1,"0","NDUFA9"
"HMGN3",0.00455228152342432,-0.367501351262744,0.2,0.252,1,"0","HMGN3"
"STAT6",0.00455555489157558,-0.367776298595752,0.07,0.109,1,"0","STAT6"
"MR1",0.00457613724325311,-0.858041850530323,0.021,0.046,1,"0","MR1"
"SAMD3",0.00458349240667331,-0.924589117611735,0.089,0.127,1,"0","SAMD3"
"CTD-2336O2.1",0.00459000389822715,0.776605123548697,0.066,0.04,1,"0","CTD-2336O2.1"
"CACNA2D4",0.00459536090070221,-1.36386298597201,0.014,0.036,1,"0","CACNA2D4"
"ATP6V1A",0.00459876344458548,-1.50654236369531,0.007,0.025,1,"0","ATP6V1A"
"TC2N",0.00460664661590948,0.746531641850446,0.131,0.095,1,"0","TC2N"
"SERTAD1",0.00461147176623983,-0.325797617555241,0.063,0.099,1,"0","SERTAD1"
"NUP62",0.00464245327154103,-0.619791888200465,0.036,0.065,1,"0","NUP62"
"CLCN6",0.00464874008131428,-3.11226611586056,0.001,0.014,1,"0","CLCN6"
"CPSF1",0.00465030794405676,-1.29427573868362,0.011,0.031,1,"0","CPSF1"
"AC011899.9",0.00465480365756599,-4.82752847411787,0,0.011,1,"0","AC011899.9"
"PYCRL",0.00465480365756599,-5.33092287762518,0,0.011,1,"0","PYCRL"
"PRKCDBP",0.00465480365756599,-4.86059518671689,0,0.011,1,"0","PRKCDBP"
"MS4A14",0.00465480365756599,-4.85614458720099,0,0.011,1,"0","MS4A14"
"SERPINF1",0.00465480365756599,-5.13824391242476,0,0.011,1,"0","SERPINF1"
"DERL3",0.00465480365756599,-5.16607165737632,0,0.011,1,"0","DERL3"
"ZNF688",0.00465765893120902,-0.18731805684839,0.049,0.082,1,"0","ZNF688"
"ARHGEF10L",0.00467208470157589,-2.90177737113423,0.001,0.014,1,"0","ARHGEF10L"
"FGD5-AS1",0.00467262782756986,-0.737186800996012,0.027,0.054,1,"0","FGD5-AS1"
"HIP1",0.00468145223033702,-2.92174926359655,0.001,0.014,1,"0","HIP1"
"FRY",0.00468145223033702,-2.7652958875718,0.001,0.014,1,"0","FRY"
"CTB-55O6.12",0.00469083675988576,-2.73123614230935,0.001,0.014,1,"0","CTB-55O6.12"
"APOBEC3H",0.00470494548973504,-2.50071424430657,0.001,0.014,1,"0","APOBEC3H"
"LCORL",0.0047096569293396,-1.97308942605364,0.001,0.014,1,"0","LCORL"
"CRYL1",0.00475532143836324,-0.648372668749892,0.039,0.069,1,"0","CRYL1"
"ZNF91",0.00475664058880139,0.797765372551116,0.067,0.041,1,"0","ZNF91"
"EAPP",0.00476096552395295,-0.526339756191947,0.131,0.182,1,"0","EAPP"
"ACLY",0.00477828737986146,-0.889309115494831,0.019,0.042,1,"0","ACLY"
"ARRDC3",0.00478641319493772,0.6345757939511,0.064,0.038,1,"0","ARRDC3"
"SHARPIN",0.00478761275873292,-0.766981621331569,0.067,0.104,1,"0","SHARPIN"
"ANTXR2",0.00482658560332111,-1.15472849362925,0.016,0.038,1,"0","ANTXR2"
"RPAP2",0.00485955236549901,1.07463920167708,0.047,0.026,1,"0","RPAP2"
"GDE1",0.00488708545110888,-0.676812484032102,0.036,0.065,1,"0","GDE1"
"MATN1-AS1",0.00489168737411654,1.19861243121191,0.02,0.007,1,"0","MATN1-AS1"
"PF4",0.00491489991989224,-5.85797653738469,0.004,0.02,1,"0","PF4"
"DHX16",0.00491883403273685,-1.28296559616866,0.009,0.027,1,"0","DHX16"
"DNTTIP1",0.00494861496315044,-1.15252417415737,0.046,0.078,1,"0","DNTTIP1"
"STAMBPL1",0.00494973186645017,1.28740687285343,0.037,0.019,1,"0","STAMBPL1"
"PSMD7",0.00495008277487445,-0.405962833759143,0.16,0.212,1,"0","PSMD7"
"GPR65",0.00495070223617506,-0.647093231352588,0.031,0.059,1,"0","GPR65"
"SLC25A11",0.00495094940176466,-0.667776675085588,0.096,0.138,1,"0","SLC25A11"
"MCF2L-AS1",0.00495414736630137,2.19346069466938,0.014,0.004,1,"0","MCF2L-AS1"
"EXOSC4",0.00499901955126012,-0.995308262910337,0.023,0.047,1,"0","EXOSC4"
"C10orf128",0.00500314215859133,-0.921605253267595,0.009,0.027,1,"0","C10orf128"
"ZNF706",0.00500900919417633,-0.362767411603292,0.27,0.329,1,"0","ZNF706"
"SEPT1",0.0050240547002835,0.610793049048015,0.266,0.221,1,"0","SEPT1"
"AZI2",0.00502524882244319,-0.79183551329993,0.033,0.061,1,"0","AZI2"
"CTSW",0.00502834683824937,-0.879172795260065,0.276,0.308,1,"0","CTSW"
"SEMA4B",0.0050747453971383,-2.12076366259033,0.003,0.017,1,"0","SEMA4B"
"IL12RB1",0.00507814766573757,-0.58723745179869,0.054,0.088,1,"0","IL12RB1"
"TIMM50",0.00508311597431273,-0.635181377951357,0.03,0.058,1,"0","TIMM50"
"TXN2",0.00509259439726011,-0.381434333027986,0.127,0.176,1,"0","TXN2"
"CD9",0.00510120871740288,-3.22048012404147,0.014,0.035,1,"0","CD9"
"SSR4",0.00511426633826091,-0.257776306183779,0.52,0.592,1,"0","SSR4"
"CMTM8",0.00511748329454878,0.932398214591874,0.06,0.036,1,"0","CMTM8"
"ZNF571",0.00514228116379143,1.82823427629514,0.017,0.006,1,"0","ZNF571"
"RHEBL1",0.0051511427903277,-1.67308046706603,0.004,0.02,1,"0","RHEBL1"
"FBXO32",0.00516261273238174,0.985616671780964,0.046,0.025,1,"0","FBXO32"
"GOLGA7B",0.00517082217640209,1.58296293056204,0.014,0.004,1,"0","GOLGA7B"
"ZNF506",0.00518186283001908,1.05855720132314,0.037,0.019,1,"0","ZNF506"
"SERPINE2",0.00519686841218672,1.29567259585397,0.014,0.004,1,"0","SERPINE2"
"GMIP",0.00520359236420571,-0.607496033284618,0.029,0.056,1,"0","GMIP"
"CXCR3",0.00521277788762948,-0.985532020378762,0.027,0.053,1,"0","CXCR3"
"TMEM63A",0.00522423673946897,0.755934392952015,0.071,0.044,1,"0","TMEM63A"
"ZMAT5",0.00524073853814597,-0.68423176735952,0.04,0.071,1,"0","ZMAT5"
"XXbac-BPG252P9.10",0.00524672396548686,1.84862070159424,0.01,0.002,1,"0","XXbac-BPG252P9.10"
"PGK1",0.00525246453163947,-0.341184028814633,0.436,0.491,1,"0","PGK1"
"NDUFS3",0.00527977273184574,-0.289221617990402,0.129,0.179,1,"0","NDUFS3"
"DYNC1LI2",0.00528574319510587,-1.13335301048727,0.019,0.041,1,"0","DYNC1LI2"
"C11orf24",0.00528753183523418,-0.96645842809586,0.01,0.029,1,"0","C11orf24"
"WDSUB1",0.00529330105708589,-1.39609163965555,0.013,0.033,1,"0","WDSUB1"
"RP1-102H19.8",0.00530224294088913,1.27133824274377,0.014,0.004,1,"0","RP1-102H19.8"
"ZFAND1",0.00531627229372594,0.646411775153579,0.153,0.117,1,"0","ZFAND1"
"VPS13C",0.00531676132003258,-1.11602508948613,0.029,0.055,1,"0","VPS13C"
"TMEM147",0.00533162271521984,-0.383801757230757,0.154,0.207,1,"0","TMEM147"
"GALNT2",0.00534038871371083,-1.24297662191287,0.011,0.031,1,"0","GALNT2"
"ACSM3",0.00536040895601392,1.88405792114912,0.021,0.008,1,"0","ACSM3"
"SNORD3B-2",0.00536756677238826,-1.65301862156535,0.007,0.024,1,"0","SNORD3B-2"
"CDC42EP3",0.00540949168894103,-0.701509452092468,0.093,0.135,1,"0","CDC42EP3"
"SSSCA1",0.00544617471352596,-0.546600103400671,0.06,0.095,1,"0","SSSCA1"
"C1orf63",0.00547562657177088,-0.261222986955893,0.143,0.194,1,"0","C1orf63"
"PITPNM1",0.0054759808291947,-1.46011344837685,0.007,0.024,1,"0","PITPNM1"
"FDX1",0.0054883250342905,-0.372622879078081,0.12,0.167,1,"0","FDX1"
"URGCP",0.00549785222716219,0.470021160298629,0.039,0.02,1,"0","URGCP"
"SIRT2",0.00551332799710336,-0.846032944360538,0.041,0.071,1,"0","SIRT2"
"MANBAL",0.00552068827596689,-1.25690030527413,0.013,0.033,1,"0","MANBAL"
"ESYT1",0.00552159797118892,-0.643554783727681,0.07,0.107,1,"0","ESYT1"
"SH2D3C",0.00552805496933491,-0.814880985197564,0.021,0.045,1,"0","SH2D3C"
"RCBTB2",0.00552972701415905,-0.670685777133098,0.041,0.072,1,"0","RCBTB2"
"KLRF1",0.00556171433112581,-1.95630070754338,0.01,0.028,1,"0","KLRF1"
"PSMA2.1",0.00557751767760866,-0.299119537811809,0.19,0.248,1,"0","PSMA2.1"
"SIT1",0.00562210574514881,0.566882255685113,0.173,0.134,1,"0","SIT1"
"ZNF595",0.00563531967686538,-1.60597638235433,0.009,0.026,1,"0","ZNF595"
"TMEM230",0.00564871128065229,-0.285809234666895,0.263,0.332,1,"0","TMEM230"
"MRPL12",0.00564896248656814,-0.697362231586576,0.059,0.093,1,"0","MRPL12"
"ARHGAP15",0.00565279590107812,0.281883682808311,0.314,0.263,1,"0","ARHGAP15"
"CXorf38",0.00568320406088647,-1.71964671541329,0.009,0.026,1,"0","CXorf38"
"SET",0.00568419203788124,-0.405506274578681,0.106,0.151,1,"0","SET"
"BRI3BP",0.00569924676498989,-1.65707480949695,0.009,0.026,1,"0","BRI3BP"
"MFSD7",0.00570276481859017,-4.83240793208359,0,0.011,1,"0","MFSD7"
"KIAA1598",0.00570276481859017,-4.75735236809679,0,0.011,1,"0","KIAA1598"
"ELF4",0.00570504715584403,-0.844241521637684,0.014,0.035,1,"0","ELF4"
"ZNF318",0.00570862275262891,-1.95256010351607,0.006,0.022,1,"0","ZNF318"
"ABHD6",0.00571523286349734,-2.74532017307406,0.001,0.014,1,"0","ABHD6"
"BAZ2B",0.00572479293162675,-0.911045108117195,0.017,0.039,1,"0","BAZ2B"
"RABEP2",0.00575146874958455,-1.36609922679179,0.013,0.033,1,"0","RABEP2"
"TAF6L",0.00577599097628916,-2.08491635591401,0.006,0.022,1,"0","TAF6L"
"NT5C2",0.0057849576240237,-0.866684363945197,0.019,0.041,1,"0","NT5C2"
"PTRHD1",0.00580224685935064,-0.316328143969883,0.099,0.141,1,"0","PTRHD1"
"UBN1",0.00580541753384119,-0.788267143318502,0.031,0.059,1,"0","UBN1"
"PSMC4",0.00582994516993478,-0.539931595959256,0.133,0.182,1,"0","PSMC4"
"RPS24",0.00583144752658965,0.104594804814523,0.97,0.955,1,"0","RPS24"
"STYXL1",0.00585514362265808,-0.857551050826231,0.014,0.035,1,"0","STYXL1"
"CAMTA2",0.00587151073608351,-1.67506557117527,0.006,0.022,1,"0","CAMTA2"
"METTL12",0.00587667843376307,0.720202070568938,0.066,0.04,1,"0","METTL12"
"BCL2L11",0.00588669715154973,-1.3752877003989,0.009,0.026,1,"0","BCL2L11"
"EIF5A",0.0058937625307513,-0.318246583167711,0.149,0.2,1,"0","EIF5A"
"ANKRD12",0.00589444588040531,0.29231654472847,0.324,0.281,1,"0","ANKRD12"
"EIF3H",0.00592080395324762,0.114716238396598,0.663,0.632,1,"0","EIF3H"
"C16orf54",0.00592136523511234,0.561500062289181,0.071,0.045,1,"0","C16orf54"
"PFDN6",0.00596330849292132,-0.472466583292193,0.069,0.106,1,"0","PFDN6"
"MRPS21",0.00597796365245806,0.691596815685247,0.259,0.214,1,"0","MRPS21"
"LRRK2",0.00597958334328967,-2.50478271033567,0.004,0.019,1,"0","LRRK2"
"UBAC1",0.0059803617509791,-0.850464725866491,0.024,0.049,1,"0","UBAC1"
"TCOF1",0.00598556522744928,-0.73080357001606,0.029,0.055,1,"0","TCOF1"
"DCAKD",0.00600781755937332,1.15740735781867,0.029,0.013,1,"0","DCAKD"
"CBFA2T3",0.00603469738659662,-2.1531197727438,0.004,0.019,1,"0","CBFA2T3"
"APH1B",0.00607016035178887,-0.778588806966042,0.024,0.049,1,"0","APH1B"
"LINC00937",0.00609262348407264,-2.37542371860615,0.003,0.017,1,"0","LINC00937"
"C2CD2L",0.00612842148040054,-1.74426880164716,0.004,0.019,1,"0","C2CD2L"
"RASSF2",0.00615030964546348,-0.781942722649535,0.024,0.049,1,"0","RASSF2"
"EOMES",0.0061505111471521,-1.32119338301768,0.011,0.03,1,"0","EOMES"
"LSM5",0.00615302741175268,0.548903836772193,0.144,0.107,1,"0","LSM5"
"RCE1",0.00616879194451767,-0.826205382786403,0.023,0.047,1,"0","RCE1"
"BIN2",0.00618239557509241,-0.237185054957127,0.323,0.386,1,"0","BIN2"
"MAN2B1",0.0061997388415489,-1.4046133191543,0.013,0.033,1,"0","MAN2B1"
"BCL10",0.0062190536718952,-0.872373497725806,0.021,0.045,1,"0","BCL10"
"MGAT1",0.00622864194026629,-0.355102241509644,0.097,0.141,1,"0","MGAT1"
"SHFM1",0.00624444237904026,-0.153263269947484,0.161,0.218,1,"0","SHFM1"
"ZDHHC7",0.00625776235225389,-0.536435467712331,0.04,0.07,1,"0","ZDHHC7"
"NFATC1",0.00627474989044235,-0.857270610027529,0.02,0.043,1,"0","NFATC1"
"SRSF3",0.00627840732980913,-0.261810020468265,0.419,0.494,1,"0","SRSF3"
"FAM43A",0.00628890623737742,-1.86040831360906,0.007,0.024,1,"0","FAM43A"
"COL4A3BP",0.00631206160569182,-0.90410599172494,0.02,0.043,1,"0","COL4A3BP"
"TMEM248",0.00637576538189145,-0.608420219799424,0.089,0.128,1,"0","TMEM248"
"LUZP1",0.00637676814594906,-1.17600379502115,0.011,0.03,1,"0","LUZP1"
"RNF41",0.00638311932326167,-0.811800758423347,0.021,0.045,1,"0","RNF41"
"RNF157",0.00639556617443996,1.2194516987538,0.03,0.014,1,"0","RNF157"
"C19orf52",0.00641828987237752,0.547199350246094,0.02,0.043,1,"0","C19orf52"
"GTF3C6",0.00644435169369593,-0.392768553553462,0.116,0.162,1,"0","GTF3C6"
"PCMT1",0.00645501449607576,-0.37468693717858,0.184,0.243,1,"0","PCMT1"
"LYRM7",0.0064925671519194,0.98844430439865,0.05,0.028,1,"0","LYRM7"
"RARS",0.00649467020235501,0.598948341522952,0.029,0.055,1,"0","RARS"
"TOMM22",0.00649639652416306,-0.34077285356033,0.209,0.268,1,"0","TOMM22"
"PCNP",0.00651972344796436,0.557836335021734,0.286,0.247,1,"0","PCNP"
"CAMKK2",0.00654366817085166,-0.973258062316206,0.02,0.043,1,"0","CAMKK2"
"TTTY15",0.00655847382860707,1.2468352103751,0.033,0.016,1,"0","TTTY15"
"PTGIR",0.00660879286828578,-1.34287146392646,0.007,0.024,1,"0","PTGIR"
"CCR1",0.00669162951357596,-0.700983705495258,0.007,0.024,1,"0","CCR1"
"SHOC2",0.00670794451978227,-1.30034310219267,0.033,0.06,1,"0","SHOC2"
"LINC01003",0.00672218098436071,-0.904459846730221,0.031,0.058,1,"0","LINC01003"
"SRSF4",0.0067368152559712,-0.218674184894928,0.103,0.148,1,"0","SRSF4"
"C18orf32",0.0067370354767314,-0.370370635953308,0.093,0.134,1,"0","C18orf32"
"CCDC85B",0.00675367070102694,-0.210354578701068,0.303,0.373,1,"0","CCDC85B"
"THOC3",0.00678939547370949,0.805316205792175,0.059,0.035,1,"0","THOC3"
"RERE",0.00679513460391197,-0.757051860896998,0.029,0.054,1,"0","RERE"
"IDH1",0.00682459557376918,-1.86327054903778,0.009,0.026,1,"0","IDH1"
"ATXN10",0.00683689748758573,-0.729496057395867,0.096,0.137,1,"0","ATXN10"
"MYH3",0.00685962015451208,1.96306856443002,0.013,0.004,1,"0","MYH3"
"PTDSS1",0.00686364332082531,-0.703486979505213,0.056,0.088,1,"0","PTDSS1"
"WBP1L",0.00686724746207156,-0.921025986844556,0.017,0.039,1,"0","WBP1L"
"RBL2",0.0068903771131524,0.494184735330112,0.153,0.115,1,"0","RBL2"
"ZNF583",0.00689687966256994,-3.15170801003181,0.001,0.013,1,"0","ZNF583"
"SLC8B1",0.00690347199019433,0.954935217868337,0.043,0.023,1,"0","SLC8B1"
"RP11-817O13.8",0.00690418023558184,2.00539468046396,0.013,0.004,1,"0","RP11-817O13.8"
"CCR5",0.00691757207533701,-3.07051434873373,0.001,0.013,1,"0","CCR5"
"TEP1",0.00692448233244484,-3.0527044972525,0.001,0.013,1,"0","TEP1"
"PIM3",0.0069417374923097,-0.310931214409072,0.061,0.098,1,"0","PIM3"
"ZNF106",0.00696384371959455,-0.843021637259978,0.053,0.086,1,"0","ZNF106"
